2026-01-27 04:50:23 ::1 (pid 17836) :Pub:HS: spip_connect: fichier de connexion '' non trouve, pas de connexion serveur
2026-01-28 22:14:49 127.0.0.1 (pid 27084) :Pri:HS: Echec : ../tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-28 22:14:49 127.0.0.1 (pid 27084) :Pri:HS: spip_connect: fichier de connexion '../config/connect.php' OK mais echec connexion au serveur
2026-01-28 22:14:50 127.0.0.1 (pid 27084) :Pri:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-28 22:14:54 127.0.0.1 (pid 27084) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-28 22:14:54 127.0.0.1 (pid 27084) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-28 22:14:54 127.0.0.1 (pid 27084) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-28 23:41:09 127.0.0.1 (pid 27084) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 00:16:13 127.0.0.1 (pid 27084) :Pub:ERREUR: queue_close_job car _JQ_PENDING depuis +180s : Array
(
    [id_job] => 331828
    [descriptif] => Tâche CRON svp_actualiser_depots (toutes les 21600 s)
    [fonction] => svp_actualiser_depots
    [args] => a:1:{i:0;i:1769550545;}
    [md5args] => 067ccdb7df9c3dec2f408ef3936b7c8b
    [inclure] => genie/
    [priorite] => 0
    [date] => 2026-01-28 22:15:21
    [status] => 0
)

2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:13:43 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 04:14:13 127.0.0.1 (pid 27084) :Pri:cf maj.log
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:HS: Echec mysqli_connect. Erreur : Aucune connexion n’a pu être établie car l’ordinateur cible l’a expressément refusée
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:HS: Echec connexion serveur mysql : host[localhost] port[] login[root] base[ues_v1]
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:32 127.0.0.1 (pid 1272) :Pub:!INFO: ecrire_fichier: operation atomique via rename() impossible, fallback non atomique via file_put_contentsOK
2026-01-29 22:00:47 127.0.0.1 (pid 1272) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-29 22:00:47 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:47 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-29 22:00:48 127.0.0.1 (pid 1272) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-29 22:00:48 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:49 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:HS: Echec : tmp/mysql.b102218a.out recent. Pas de tentative de connexion
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:HS: spip_connect: fichier de connexion 'config/connect.php' OK mais echec connexion au serveur
2026-01-29 22:00:54 127.0.0.1 (pid 1272) :Pub:ERREUR: Le serveur '' version 1 n'a pas 'showbase'
